17.77777778,17.68115942,17.60869565,17.53623188,17.70531401
17.77777778,17.68115942,17.60869565,17.53623188,17.68115942
17.77777778,17.68115942,17.60869565,17.53623188,17.68115942
17.82608696,17.68115942,17.60869565,17.53623188,17.70531401
17.92270531,17.68115942,17.60869565,17.53623188,17.70531401
18.1884058,17.68115942,17.60869565,17.51207729,17.68115942
18.76811594,17.68115942,17.60869565,17.53623188,17.70531401
19.75845411,17.68115942,17.60869565,17.53623188,17.68115942
21.28019324,17.68115942,17.60869565,17.53623188,17.68115942
23.33333333,17.70531401,17.60869565,17.53623188,17.68115942
27.46376812,17.68115942,17.60869565,17.53623188,17.68115942
32.56038647,17.68115942,17.60869565,17.53623188,17.68115942
36.352657,17.70531401,17.60869565,17.53623188,17.68115942
40.28985507,17.70531401,17.60869565,17.53623188,17.68115942
44.25120773,17.68115942,17.60869565,17.56038647,17.68115942
48.1884058,17.70531401,17.63285024,17.53623188,17.70531401
52.00483092,17.70531401,17.60869565,17.56038647,17.68115942
55.6763285,17.70531401,17.60869565,17.56038647,17.68115942
59.17874396,17.70531401,17.60869565,17.56038647,17.70531401
64.05797101,17.70531401,17.60869565,17.53623188,17.68115942
68.55072464,17.7294686,17.63285024,17.56038647,17.68115942
71.32850242,17.70531401,17.63285024,17.53623188,17.68115942
73.91304348,17.7294686,17.60869565,17.53623188,17.68115942
76.352657,17.7294686,17.60869565,17.53623188,17.68115942
78.59903382,17.75362319,17.60869565,17.53623188,17.68115942
80.65217391,17.77777778,17.63285024,17.53623188,17.68115942
82.63285024,17.77777778,17.60869565,17.53623188,17.68115942
84.73429952,17.80193237,17.60869565,17.56038647,17.68115942
88.33333333,17.85024155,17.63285024,17.56038647,17.68115942
92.53623188,17.92270531,17.63285024,17.56038647,17.70531401
95.50724638,17.97101449,17.63285024,17.56038647,17.68115942
98.47826087,18.01932367,17.60869565,17.56038647,17.68115942
101.4251208,18.06763285,17.60869565,17.53623188,17.68115942
104.3478261,18.14009662,17.60869565,17.56038647,17.68115942
107.2463768,18.21256039,17.63285024,17.56038647,17.68115942
110.1207729,18.30917874,17.63285024,17.56038647,17.68115942
112.9468599,18.38164251,17.60869565,17.56038647,17.68115942
117.1256039,18.55072464,17.60869565,17.53623188,17.68115942
121.2560386,18.71980676,17.60869565,17.56038647,17.68115942
123.9613527,18.8647343,17.60869565,17.56038647,17.68115942
126.6425121,19.00966184,17.63285024,17.56038647,17.68115942
129.2753623,19.15458937,17.63285024,17.53623188,17.68115942
131.884058,19.3236715,17.60869565,17.53623188,17.68115942
134.468599,19.49275362,17.63285024,17.53623188,17.68115942
137.0048309,19.68599034,17.63285024,17.56038647,17.68115942
139.5169082,19.87922705,17.63285024,17.56038647,17.68115942
143.1884058,20.19323671,17.63285024,17.53623188,17.68115942
146.7874396,20.50724638,17.63285024,17.53623188,17.68115942
149.1545894,20.74879227,17.63285024,17.56038647,17.68115942
151.47343,20.99033816,17.63285024,17.53623188,17.68115942
153.7681159,21.25603865,17.63285024,17.53623188,17.68115942
156.0144928,21.52173913,17.63285024,17.53623188,17.68115942
158.236715,21.8115942,17.63285024,17.53623188,17.68115942
160.4347826,22.10144928,17.63285024,17.53623188,17.68115942
162.6086957,22.41545894,17.65700483,17.56038647,17.68115942
165.821256,22.87439614,17.65700483,17.56038647,17.68115942
168.9613527,23.38164251,17.68115942,17.56038647,17.68115942
171.0144928,23.69565217,17.68115942,17.56038647,17.68115942
173.0434783,24.03381643,17.68115942,17.56038647,17.68115942
175.0483092,24.39613527,17.68115942,17.53623188,17.68115942
177.0289855,24.75845411,17.68115942,17.53623188,17.68115942
178.9855072,25.12077295,17.68115942,17.53623188,17.68115942
180.942029,25.50724638,17.70531401,17.53623188,17.68115942
182.8502415,25.89371981,17.7294686,17.53623188,17.68115942
185.6763285,26.52173913,17.7294686,17.53623188,17.68115942
188.4299517,27.12560386,17.75362319,17.53623188,17.68115942
190.2657005,27.56038647,17.77777778,17.56038647,17.68115942
192.0531401,27.97101449,17.77777778,17.56038647,17.68115942
